,codigo,clase,descrip,cod_sector,um,costo_prom,costo_cif,costo_fob,art_venta,art_inv,art_compra,art_gramado,img,estado_venta,composicion,temporada,ligamento,combinacion,especificaciones,acabado,tipo,estetica,ancho,espesor,gramaje_prom,rendimiento,produc_ancho,produc_largo,produc_alto,produc_costo,mnj_x_lotes,cant_retazo,precio_retazo,sistema_liado,tags,visible_web,web_min_stock,shopify_id,tipo_iva,estado
774,H0227,Articulo,PERCAL TC ESTAMPADO XL,102,Mts,10715.89,10731.69,,True,True,True,True,,Normal,50%POLIESTER 50%ALGODÓN,Perm,Tafetan,NINGUNA,"TELA SUAVE, TUPIDA Y RESISTENTE",Mate,Plano,Estampado,2.4,2.0,117.0,33500.0,0.0,0.0,0.0,,Si,4.0,14000.0,Pieza_Rigida,,false,,,iva_10,Activo
775,H0228,Articulo,BOAL LABRADO,102,Mts,11451.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,HILOS EN RELIEVE A CONTRATONO,TELA VOLATIL CON HILOS SEDIFICADOS,Brilloso,Plano,Labrado,2.8,0.15,39.0,8.84,0.0,0.0,0.0,,Si,3.0,16500.0,Tubo,,,,,iva_10,Activo
776,H0229,Articulo,PANA ROYAL WR,102,Mts,14905.01,13599.75,,True,True,True,True,,Normal,100% poliester,Perm,,NINGUNA,,Semi Brilloso,Plano,Liso,1.45,0.25,270.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,false,,,iva_10,Inactivo
777,H0230,Articulo,CHENILLE SUECIA ESTAMPADO,102,Mts,20476.12,16330.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,REVES CON MALLA,TELA CON PELO SUAVE Y RESISTENTE,Semi Brilloso,Plano,Estampado,1.5,0.72,280.0,2.43,0.0,0.0,0.0,,Si,3.0,28500.0,Tubo,,,,,iva_10,Activo
778,H0231,Articulo,MANTELERIA ESTAMPADO REDONDO,102,Unid,21033.28,28021.1,,True,True,True,True,,Normal,POLIESTER,Permanente,Tafetan,NINGUNA,TELA PLANA Y RIGIDA,Mate,Plano,Estampado,1.5,0.33,0.0,0.0,0.0,0.0,0.0,,Si,2.0,22500.0,Pieza_Rigida,,,,,iva_10,Activo
782,H0235,Articulo,MANTELERIA HILO ESTAMPADO,102,Mts,24847.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA COMPACTA SEMI RUSTICA,Mate,Plano,Estampado,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
783,H0236,Articulo,TROPICAL CORTINAS,102,Mts,7103.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA COMPACTA Y RESISTENTE,Semi Brilloso,Plano,Estampado,1.5,0.17,84.0,8.21,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
784,H0237,Articulo,BROCATO ELUNEY,102,Mts,8093.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Jacquard,NINGUNA,TELA DE TACTO RUSTICO Y COMPACTO,Semi Brilloso,Plano,Labrado,2.8,0.45,162.0,2.2,0.0,0.0,0.0,,Si,3.0,11500.0,Tubo,,,,,iva_10,Activo
785,H0238,Articulo,GOBELINO LUREX,102,Mts,8784.0,0.0,,True,True,True,True,,Normal,ALGODON/LUREX,Oto-Inv,Jacquard,HILOS LUREX,"TELA TIPO TAPIZ, GRUESA Y SUAVE",Semi Brilloso,Plano,Labrado,1.5,1.32,293.0,2.28,0.0,0.0,0.0,,Si,3.0,12500.0,Tubo,,,,,iva_10,Activo
786,H0239,Articulo,SABANAS 300 HL RAYAS TWIN,102,Unid,96269.0,,,True,True,True,True,,Normal,ALGODON,Permanente,Tafetan,,"SABANA INF: 99CM X 191CM + 36CMSABANA SUP: 168CM X 244CM2FUNDAS 51CM X 76CMMEDIDAS PACK23CM X 38CM X 6CM",Semi Brilloso,Plano,Labrado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,105900.0,N_A,,,,,iva_10,Activo
787,H0240,Articulo,ALFOMBRA ANIMAL PRINT 1.20 x 1.75,102,Unid,503333.0,,,True,True,True,True,,Normal,POLIESTER,Permanente,Jacquard,,120 CM ANCHO X 175 CM LARGO,Mate,Plano,Labrado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,553650.0,N_A,,,,,iva_10,Activo
794,H0248,Articulo,BLACKOUT XL,102,Mts,18817.48,17475.23,,True,True,True,True,,Normal,50% POLIÉSTER - PU,Perm,TafetÁn,ENGOMADO CARA FRONTAL,"El Blackout XL es una tela con alta capacidad de aislamiento térmico y acústico que bloquea el 100% de la luz solar gracias a su composición de múltiples capas. Este tejido es suave, liso y cuenta con una cobertura solar que protege los interiores de la decoloración y los efectos perjudiciales de los rayos UV. Se caracteriza por ser de doble ancho.",Mate,Plano,Liso,3.0,0.37,230.0,0.0,0.0,0.0,0.0,,Si,3.0,31000.0,Tubo,,false,,,iva_10,Activo
795,H0249,Articulo,ANTISOLAR LUANDA,102,Mts,17515.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan/Saten,NINGUNA,"TELA CON DOBLE FRONTURA, SUAVE ,RESISTENTE CON HILOS A CONTRA TONO",Brilloso,Plano,Liso,2.8,0.49,275.0,1.3,0.0,0.0,0.0,,Si,3.0,31500.0,Tubo,,,,,iva_10,Activo
796,H0250,Articulo,GAMUZA SHAMOA,102,Mts,19922.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Twill,NINGUNA,TELA CON FELPA SUAVE Y RESISTENTE,Semi Brilloso,Plano,Liso,1.5,0.31,169.0,3.94,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
797,H0251,Articulo,PANA LISO,102,Mts,9209.14,10150.0,,True,True,True,True,,Normal,POLIESTER/ALGODON,Oto-Inv,Twill,NINGUNA,TELA CON MICRO FELPA SUAVE Y RESISTENTE,Semi Brilloso,Plano,Liso,1.5,0.62,138.0,4.74,0.0,0.0,0.0,,Si,3.0,14000.0,Tubo,,,,,iva_10,Activo
798,H0252,Articulo,LIENZO ARTESANAL LISO,102,Mts,17962.04,12711.0,,True,True,True,True,,Normal,ALGODON,Oto-Inv,Tafetan,NINGUNA,TELA DE BAJA RESISTENCIA Y ABSORVENTE,Mate,Plano,Liso,1.6,0.45,137.0,4.52,0.0,0.0,0.0,,Si,2.0,18000.0,Tubo,,false,,,iva_10,Activo
799,H0253,Articulo,CHENILLE RUSTICO,102,Mts,24383.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,HILOS CONTRATONO,TELA RESISTENTE Y TEXTURADA,Semi Brilloso,Plano,Liso,3.0,0.64,222.0,1.48,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
802,H0256,Articulo,CARRE,102,Mts,33232.0,,,True,True,True,True,,Normal,ALGODON/POLIESTER,Permanente,Por Trama,NINGUNA,TELA CON TEXTURADA SUAVE Y ABSORVENTE,Semi Brilloso,Plano,Liso,2.8,0.83,278.0,1.29,0.0,0.0,0.0,,Si,3.0,36550.0,Tubo,,,,,iva_10,Activo
803,H0257,Articulo,CANVAS AQUABLOCK LISO,102,Mts,24684.1,29500.0,,True,True,True,True,,Normal,Algodón / Poliéster ,Perm,Tafetán,,"El tejido Canvas Aquablock Liso es una semi loneta fuerte y resistente creada a partir de fibras envueltas en resina de alta resistencia que bloquean la entrada de líquidos evitando daños al tejido y al desgaste. Ideal para la confección de mochilas, tapizados de exteriores o usos decorativos.",Mate,Plano,Liso,1.45,0.35,200.0,3.44,0.0,0.0,0.0,,Si,3.0,51500.0,Tubo,,false,,,iva_10,Activo
804,H0258,Articulo,CANVAS AQUABLOCK ESTAMPADO,102,Mts,24377.89,29500.0,,True,True,True,True,,Normal,ALGODON/POLIESTER,Oto-Inv,Tafetan,SEMI PERNEABILIDAD,TELA SEMI LONETA FUERTE Y RESISTENTE,Mate,Plano,Estampado,1.5,0.35,200.0,3.57,0.0,0.0,0.0,,Si,3.0,44000.0,Tubo,,,,,iva_10,Activo
805,H0259,Articulo,DAMASCO,102,Mts,13050.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Jacquard,NINGUNA,"TELA SUNTUOSA, RIGIDA Y SUAVE",Semi Brilloso,Plano,Labrado,2.8,0.3,140.0,2.55,0.0,0.0,0.0,,Si,3.0,23500.0,Tubo,,,,,iva_10,Activo
807,H0261,Articulo,FORRERIA PARA COLCHON,102,Mts,5888.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,NINGUNA,Mate,Plano,Liso,1.25,0.0,227.0,3.22,0.0,0.0,0.0,,Si,3.0,8500.0,Tubo,,,,,iva_10,Activo
808,H0262,Articulo,TRICOT GRIEGO,102,Mts,14015.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Urdimbre,TRICOT TIPO BOUCLE,TELA ORNAMENTAL CON BUENA CAIDA SUAVE AL TACTO,Mate,Punto,Labrado,2.8,0.83,100.0,357.0,0.0,0.0,0.0,,Si,3.0,20000.0,Tubo,,,,,iva_10,Activo
809,H0263,Articulo,CHENILLE ESTAMPADO,102,Mts,16658.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA FUERTE Y COMPACTA,Semi Brilloso,Plano,Estampado,1.5,1.04,318.0,2.1,0.0,0.0,0.0,,Si,3.0,29500.0,Tubo,,,,,iva_10,Activo
811,H0265,Articulo,LIENZO XXL,102,Mts,14785.71,14740.03,,True,True,True,True,,Normal,100% Algodón,Perm,Tafetán,,"El Lienzo XXL es una tela rústica y de aspecto acartonado, al ser de algodón con los lavados tiende a quedar mas suave y maleable. Es fresca y tiene múltiples usos. Ademas de que su doble ancho la hacen ser una mejor opción para mantelería o toldos livianos. ",Mate,Plano,Liso,3.0,0.38,136.0,0.0,0.0,0.0,0.0,,Si,2.0,17000.0,Tubo,,true,5.0,,iva_10,Activo
812,H0266,Articulo,TROPICAL MECANICO XL ELUNEY,102,Mts,7147.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA COMPACTA Y FUERTE,Semi Brilloso,Plano,Liso,3.0,0.3,163.0,2.04,0.0,0.0,0.0,,Si,3.0,13000.0,Tubo,,,,,iva_10,Activo
813,H0267,Articulo,PANAMA SONESTA,102,Mts,12662.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,HILOS CONTRATONO,TELA RESISTENTE Y TEXTURADA,Semi Brilloso,Plano,Labrado,1.5,0.64,307.0,2.17,0.0,0.0,0.0,,Si,3.0,22500.0,Tubo,,,,,iva_10,Activo
814,H0268,Articulo,PANA APACHE,102,Mts,10354.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,REVES CON FELPA,TELA RESISTENTE Y SUAVE,Semi Brilloso,Plano,Estampado,1.5,64.0,300.0,2.22,0.0,0.0,0.0,,Si,2.0,18500.0,Tubo,,,,,iva_10,Activo
815,H0269,Articulo,PANA MILENIUM,102,Mts,8514.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,REVES CON FELPA,TELA RESISTENTE Y SUAVE,Mate,Plano,Estampado,1.5,64.0,220.0,3.03,0.0,0.0,0.0,,Si,3.0,15000.0,Tubo,,,,,iva_10,Activo
816,H0270,Articulo,PANA CALISA,102,Mts,6615.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,REVES CON MALLA,"TELA RESISTENTE Y SUAVE, CON DISEÑOS EN RELIEVE",Mate,Plano,Liso,1.5,0.75,216.0,3.09,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
817,H0271,Articulo,CHENILLE OPERA,102,Mts,7188.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA FUERTE Y COMPACTA,Semi Brilloso,Plano,Liso,2.4,0.8,70.0,5.95,0.0,0.0,0.0,,Si,3.0,29500.0,Tubo,,,,,iva_10,Activo
818,H0272,Articulo,CHENILLE CHEER,102,Mts,10832.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,REVES CON FELPA,TELA RESISTENTE Y COMPACTA,Mate,Plano,Liso,1.5,0.96,270.0,2.65,0.0,0.0,0.0,,Si,3.0,19500.0,Tubo,,,,,iva_10,Activo
819,H0273,Articulo,PERCAL 200 HILOS INFANTIL,102,Mts,15420.63,15682.16,,True,True,True,True,,Normal,100% ALGODON,Oto-Inv,Tafetan,NINGUNA,"TELA SUAVE, TUPIDA Y RESISTENTE",Mate,Plano,Estampado,2.4,0.22,105.0,3.97,0.0,0.0,0.0,,Si,4.0,21500.0,Pieza_Rigida,,,,,iva_10,Activo
820,H0274,Articulo,PERCAL 320 HILOS ESTAMPADA,102,Mts,24788.87,17968.0,,True,True,True,True,,Normal,100% ALGODON,Oto-Inv,Tafetan,NINGUNA,"TELA SUAVE Y RESISTENTE
CONSTRUCCION DEL HILO: 133X72",Mate,Plano,Estampado,2.5,0.24,150.0,2.7,0.0,0.0,0.0,,Si,4.0,28000.0,Pieza_Rigida,,,,,iva_10,Activo
821,H0275,Articulo,ARPILLERA ENGOMADA,102,Mts,9701.0,0.0,,True,True,True,True,,Normal,100% YUTE,Oto-Inv,Tafetan,NINNGUNA,TELA RUSTICA Y RESISTENTE,Mate,Plano,Liso,1.1,83.0,367.0,2.1,0.0,0.0,0.0,,Si,2.0,14000.0,Tubo,,,,,iva_10,Activo
822,H0276,Articulo,CORTINA PARA BANHO,102,Mts,6409.67,6120.6,,True,True,True,True,,Normal,POLIESTER/PVC,Permanente,Tafetan,NINGUNA,TELA RIGIDA E IMPERMEABLE,Semi Brilloso,Plano,Estampado,2.0,0.11,85.0,7.35,0.0,0.0,0.0,,Si,2.0,10000.0,Tubo,,,,,iva_10,Activo
823,H0277,Articulo,SATIN IMPERMEABLE,102,Mts,6787.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA RIGIDA E IMPERMEABLE,Semi Brilloso,Plano,Labrado,1.9,13.0,84.0,6.11,0.0,0.0,0.0,,Si,3.0,9500.0,Tubo,,,,,iva_10,Activo
824,H0278,Articulo,TAPICERIA RUSTICA,102,Mts,15509.0,0.0,,True,True,True,True,,Normal,100% YUTE,Oto-Inv,Sarga,NINGUNA,TELA RUSTICA Y ASPERA AL TACTO,Mate,Plano,Liso,1.5,82.0,564.0,1.14,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
827,H0281,Articulo,MANTELERIA TROPICAL JACQUARD,102,Mts,4585.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Jacquard,JACQUARD,TELA PLANA Y RIGIDA CON RELIEVE,Mate,Plano,Liso,1.5,0.33,135.0,4.92,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
828,H0282,Articulo,MANTELERIA TROPICAL CUADRILLE,102,Mts,4585.0,4585.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA PLANA Y RIGIDA,Mate,Plano,Liso,1.5,0.33,166.0,4.02,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
829,H0283,Articulo,MANTELERIA RUSTICA REDONDA 1.73,102,Unid,36000.0,0.0,,True,True,True,True,,Normal,POLIESTER/ALGODON,Perm,Tafetan,NINGUNA,"TELA RIGIDA, RUSTICA DE TACTO SEMI ASPERO REDONDA DE 1.73 METROS DE DIAMETRO",Mate,Plano,Estampado,1.7,56.0,17300.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
830,H0284,Articulo,MANTELERIA LINO RUSTICO REDONDO 1.40,102,Unid,20692.0,0.0,,True,True,True,True,,Normal,ALGODON/POLIESTER,Oto-Inv,Tafetan,HILOS EN REFUERZO DIAGONAL,"TELA RIGIDA, DE TACTO SEMI ASPERO DE 1.40 METROS DE DIAMETRO",Mate,Plano,Estampado,1.5,0.39,117.0,5.7,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
831,H0285,Articulo,MANTELERIA LINO RUSTICO REDONDO 1.70,102,Unid,32005.0,0.0,,True,True,True,True,,Normal,ALGODON/POLIESTER,Oto-Inv,Tafetan,HILOS EN REFUERZO DIAGONAL,"TELA RIGIDA, DE TACTO SEMI ASPERO DE 1.70 METROS DE DIAMETRO",Mate,Plano,Estampado,1.7,0.39,117.0,5.7,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
832,H0286,Articulo,SUECIA EMBOSS ESTAMPADO,102,Mts,12253.92,13404.25,,True,True,True,True,,Normal,100% POLIESTER,Perm,Tafetan,NINGUNA,TEJIDO EMBOSS,Mate,Plano,Estampado,1.45,0.0,0.0,0.0,0.0,0.0,0.0,,Si,3.0,21000.0,Tubo,,,,,iva_10,Activo
833,H0287,Articulo,PANA TELON,102,Mts,22456.0,,,True,True,True,True,,Normal,100% POLIESTER,Permanente,Tafetan,NINGUNA,TELA FUERTE Y COMPACTA,Semi Brilloso,Plano,Liso,2.8,1.04,202.0,5.06,0.0,0.0,0.0,,Si,3.0,54500.0,Pieza_Rigida,,,,,iva_10,Activo
834,H0288,Articulo,CHENILLE FLOCKING,102,Mts,13710.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,DISEÑO EN RELIEVE,TELA  RESISTENTE Y SUAVE AL TACTO,Mate,Plano,Labrado,1.5,1.35,508.0,3.3,0.0,0.0,0.0,,Si,3.0,35500.0,Pieza_Rigida,,,,,iva_10,Activo
835,H0289,Articulo,SATIN ARRUGADO,102,Mts,3253.0,0.0,,True,True,True,True,,Normal,100 %  POLIESTER,Oto-Inv,Saten,ARRUGADO LINEALES,TELA LUSTROSA CON TABLAS IRREGULARES,Semi Brilloso,Plano,Liso,2.8,0.67,81.0,4.41,0.0,0.0,0.0,,Si,3.0,6000.0,Pieza_Rigida,,,,,iva_10,Activo
837,H0291,Articulo,PERCAL EMBOSS,102,Mts,4284.26,3982.53,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA FINA DE TACTO SUAVE,Semi Brilloso,Plano,Labrado,2.4,0.18,90.0,4.73,0.0,0.0,0.0,,Si,4.0,10500.0,Pieza_Rigida,,false,,,iva_10,Activo
839,H0293,Articulo,PANA LONDON,102,Mts,15230.43,16011.2,,True,True,True,True,,Normal,100% POLIESTER,Perm,Jersey,NINGUNA,"TELA CON MICRO PELOS, SUAVE Y RESISTENTE

CARA: 240
BACK: 110",Semi Brilloso,Plano,Liso,1.5,87.0,350.0,197.0,0.0,0.0,0.0,,Si,3.0,25000.0,Tubo,,,,,iva_10,Activo
845,H0299,Articulo,SATEN RAYAS RB XL,102,Mts,4536.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,FRANJAS DE 50 CM A LO LARGO,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,7000.0,Pieza_Rigida,,,,,iva_10,Activo
846,H0300,Articulo,SATEN RAYAS AA XL,102,Mts,4738.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,FRANJAS DE 50 CM A LO LARGO,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,7000.0,Pieza_Rigida,,,,,iva_10,Activo
847,H0301,Articulo,SATEN RAYAS AR XL,102,Mts,4547.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,FRANJAS DE 50 CM A LO LARGO,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,7000.0,Pieza_Rigida,,,,,iva_10,Activo
848,H0302,Articulo,SATEN RAYAS BN XL,102,Mts,4722.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,FRANJAS DE 50 CM A LO LARGO,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,7000.0,Pieza_Rigida,,,,,iva_10,Activo
849,H0303,Articulo,SATEN RAYAS RB L,102,Mts,4536.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,PANEL,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
850,H0304,Articulo,SATEN RAYAS AA L,102,Mts,4537.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,PANEL,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
851,H0305,Articulo,SATEN RAYAS AR L,102,Mts,4738.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,PANEL,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
852,H0306,Articulo,SATEN RAYAS BN L,102,Mts,4581.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,PANEL,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,6500.0,Pieza_Rigida,,,,,iva_10,Activo
853,H0307,Articulo,BANDERA PY,102,Unid,5114.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Perm,Saten,NINGUNA,90 cm x 150cm,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,0.0,Tubo,,,,,iva_10,Activo
854,H0308,Articulo,BANDERA ARG,102,Unid,4869.0,,,True,True,True,True,,Normal,100% POLIESTER,Permanente,Saten,NINGUNA,,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,4150.0,Tubo,,,,,iva_10,Activo
855,H0309,Articulo,BANDERA BR,102,Unid,4933.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,,Semi Brilloso,Plano,Liso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,0.0,Tubo,,,,,iva_10,Activo
858,H0312,Articulo,SABANAS JULIA TWIN,102,Unid,214850.64,220000.0,,True,True,True,True,,Normal,ALGODON,Permanente,Tafetan,,,Mate,Plano,Estampado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,,,N_A,,,,,iva_10,Activo
859,H0313,Articulo,SABANAS JULIA FULL,102,Unid,276642.63,137000.0,,True,True,True,True,,Normal,ALGODON,Permanente,Tafetan,,,Mate,Plano,Estampado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,,,N_A,,,,,iva_10,Activo
860,H0314,Articulo,SABANAS JULIA QUEEN,102,Unid,261835.58,215000.0,,True,True,True,True,,Normal,ALGODON,Permanente,Tafetan,,,Mate,Plano,Estampado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Si,,,N_A,,,,,iva_10,Activo
861,H0315,Articulo,SABANAS JULIA SUPER KING,102,Unid,464336.74,410000.0,,True,True,True,True,,Normal,ALGODON,Perm,Tafetan,,,Mate,Plano,Estampado,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Si,0.0,0.0,N_A,,,,,iva_10,Activo
862,H0316,Articulo,KIT TOALLA,102,Unid,19122.33,18901.95,,True,True,True,True,,Normal,80% POLIESTER 20% POLIAMIDA,Perm,TAFETAN,POLIAMIDA,"TELA SUAVE DE ALTA ABSORCION, MEDIDA 60X130",Mate,Plano,Liso,1.3,1.0,200.0,1.0,186.0,1.0,1.0,,Si,0.0,0.0,N_A,,,,,iva_10,Activo
863,H0317,Articulo,TOALLA MICROFIBRA,102,Mts,18426.13,21185.8,,True,True,True,True,,Normal,100% POLIéSTER,Perm,TAFETáN,,"La Toalla Microfibra es un tejido inteligente que absorbe siete veces más su peso en líquidos, es de secado rápido y suave al tacto. No deja residuos ni manchas.",Mate,Plano,Liso,1.5,1.0,300.0,1.0,60.0,13.0,1.0,,Si,2.0,29000.0,Pieza_Rigida,,false,,,iva_10,Activo
864,H0318,Articulo,SABANAS JULIA KING,102,Unid,455306.0,0.0,,True,True,True,True,,Normal,ALGODON,Perm,Tafetan,,,Mate,Punto,Estampado,1.0,1.0,1.0,1.0,45.0,45.0,0.0,,Si,0.0,0.0,N_A,,,,,iva_10,Activo
865,H0319,Articulo,ANTISOLAR ALAMO,102,Mts,22349.41,22349.41,,True,True,True,True,,Normal,100% poliester,Perm,jacquard/TAFETAN,NINGUNA,"TELA PESADA, TRICAPA QUE REPELE RAYOS UV",Semi Brilloso,Plano,Liso,2.8,0.0,340.0,0.0,0.0,0.0,0.0,,Si,3.0,32350.0,Tubo,,false,,,iva_10,Activo
866,H0320,Articulo,ANTISOLAR EBANO,102,Mts,22987.97,22987.97,,True,True,True,True,,Normal,POLIESTER,Perm,jacquard/TAFETAN,NINGUNA,"TELA PESADA, TRICAPA QUE REPELE RAYOS UV",Mate,Plano,Liso,2.8,0.0,340.0,0.0,0.0,0.0,0.0,,Si,3.0,33274.0,Tubo,,false,,,iva_10,Activo
867,H0321,Articulo,ANTISOLAR NOGAL,102,Mts,21710.86,21710.86,,True,True,True,True,,Normal,POLIESTER,Perm,JACQUARD,NINGUNA,"TELA TRI CAPA, PESADA, SUAVE Y REPELE RAYOS UV",Mate,Plano,Liso,2.8,0.0,320.0,0.0,0.0,0.0,0.0,,Si,3.0,31426.0,Tubo,,false,,,iva_10,Activo
868,H0322,Articulo,RANDA RUSTICA,102,Mts,10500.0,0.0,,True,True,True,True,,Normal,ALGODON 100%,Perm,ES POR TRAMA,NINGUNA,TELA DECORADA PARA CORTINAS.,Mate,Punto,Labrado,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Manual,,,,,iva_10,Activo
869,H0323,Articulo,PANA SHERPA,102,Mts,13651.37,13742.78,,True,True,True,True,,Normal,100% Poliéster,Perm,Interlock,,"La Pana Sherpa es muy utilizada en tapicería debido a que es un tejido resistente y grueso, tiene una apariencia suave. La textura formada por micro pelos brinda una mayor sensación de comodidad. Idealmente, la Pana Sherpa se utiliza para tapizar muebles y fabricar fundas de almohadas decorativas.",Semi Brilloso,Plano,Liso,1.45,0.0,350.0,0.0,0.0,0.0,0.0,,Si,3.0,23000.0,Tubo,,true,5.0,,iva_10,Activo
870,H0324,Articulo,LINO RUSTICO,102,Mts,10963.76,10962.98,,True,True,True,True,,Normal,Cara: Poliestér / Reverso: Tc,Perm,Tafetán,,"El Lino Rústico es un tejido resistente que cuenta con una malla resistente en el reverso, lo que le proporciona mayor cuerpo. Tiene un aspecto natural y rústico, es una opción ideal para dar un toque de calidez a espacios minimalistas.",Mate,Plano,Liso,1.45,0.0,320.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,true,5.0,,iva_10,Activo
